,id,frase,emotion
3537,12,O maior elogio que ouvi em toda minha vida de inventor foi: nunca vai funcionar.,motivacao
3538,308,"É preciso aceitar as contrariedades, mas não permitir que elas nos derrubem. 👊",reflexao
3539,144,"O que você pensa sobre mim não vai mudar quem eu sou, mas pode mudar o meu conceito sobre você.",reflexao
3540,283,Vamos sempre a tempo de recuperar o que o tempo um dia nos levou.,marcantes
3541,142,"Nunca economize: amor ao próximo, gentileza, sorrisos e bom humor.",autoajuda
3542,360,"
Votos de um Amor Feliz


                                    Você é a razão de toda minha felicidade e confesso que me sinto feliz e cheio de vida como nunca me senti. Desde o momento mágico que nossa vida virou uma só que tudo é belo. 

Acho que é por isso que nossa história é tão linda, meu bem! Você representa tudo que existe de bom para mim; desde seu sorriso ao seu jeito refrescante de ver a vida, tudo é único e inspirador. 

Só desejo que agora que estamos ainda mais unidos não faltem razões para nosso relacionamento crescer e crescer e crescer. Prometo amar você todos os dias, todas as noites e em todos os instantes, porque só assim me sento feliz e em paz. Te amo e amarei para sempre, meu bem!                                


",amor
3543,298,"
Saudades do que vivi ao seu lado, amiga


                                    Foram tantas as coisas boas que vivemos juntas que fica impossível não sentir uma imensa saudade, amiga.                                


",saudades
3544,78,Às vezes você precisa chegar ao fundo do poço para enxergar o que está no topo.,motivacao
3545,232,Que Deus proteja sempre esta amizade especial que tenho com minha prima!,marcantes
3546,142,"Palavras erradas costumam machucar para o resto da vida, já o silêncio certo pode ser a resposta de muitas perguntas.",reflexao
3547,149,"Só ao seu lado eu sorrio de verdade, juntos eu descubro a felicidade. Amar você é tudo que quero neste mundo, esposa!",romanticas
3548,7,"Ciclo da vida: tentar, cair, levantar, recomeçar. Nunca desistir.",positivas
3549,98,"Emoções de Natal, sensações de luz e milagres incríveis só acontecem ao lado dos meus grandes amigos. Feliz Natal!",legais
3550,181,"
A nobre missão do pai

 


                                    Ser pai é ter nas mãos a missão mais nobre do mundo: educar um filho.                                


",pai
3551,376,"O Amor é como um sonho, que eu desejo realizar com você.",romanticas
3552,29,"Fica feriado, vai ter bolo!",engracadas
3553,316,"
Ser pai adotivo é ser maior

 


                                    Ser pai adotivo é ser maior. É ter de lutar para conquistar e não simplesmente ser amado por um dia ter gerado. Ser pai adotivo é ter a bênção da vida em suas mãos, é cuidar e amar como se se tratasse de uma criação sua.

E isso é ser pai de verdade. Não importam os títulos ou categorias, mas sim o sentimento que prende e dá asas ao mesmo tempo. Esse sentimento é coisa rara, bela e só existe entre um pai e seu filho, seja ele de sangue ou não.                                


",pai
3554,269,"
A Fórmula do Otimismo e Motivação


                                    Todos os problemas têm solução se forem enfrentados com otimismo e motivação.                                


",otimismo
3555,38,"Algumas pessoas fazem a sua risada um pouco mais alta, seu sorriso um pouco mais brilhante e a sua vida um pouco melhor.",amizade
3556,51,"
O nosso amor é raro


                                    Entre milhares e milhares de pessoas que já atravessaram o meu caminho desde que nasci, eu tive a sorte de encontrar o amor da minha vida em você. Um amor como o nosso é algo raro. Nós somos companheiros, cúmplices, amantes, entendemos um ao outro como mais ninguém… E eu acho isso tudo tão lindo, tão rico! 

E por saber que o amor é uma das coisas mais maravilhosas do mundo, e por saber o valor e preciosidade do nosso amor é que digo que farei o que for possível para esse amor durar a vida toda, porque com você eu acredito em um amor para a vida toda. Eu sei que qualquer esforço que eu fizer irá valer a pena, porque você vale a pena. 

Desde que encontrei você, a minha vida é mais feliz e mais completa. A sua presença entusiasma e colore até os meus dias mais cinzentos. Sei que posso confiar e contar com você para o que der e vier. Você é o meu grande amor, a pessoa que Deus colocou no meu caminho para me ensinar o que é o amor e tudo o que o amor pode fazer na vida de alguém. E eu só posso agradecer!

Eu te amo, meu amor, minha jóia rara! Que o nosso amor dure e perdure para além da eternidade!                                


",declaracao amor
3557,48,"Amar não é prender nem ter domínio sobre alguém, mas consiste em fazer livre a quem se ama e se quer bem, todo amor que não promove a liberdade, não convém.",romanticas
3558,7,"
Evite Pessoas que Subtraem


                                    Com tantas pessoas neste mundo, por que muitas vezes nos relacionamos exatamente com as que no subtraem nossas melhores qualidades? Excluem qualquer oportunidade de felicidade tirando nosso sorriso, bondade, e até a possibilidade de construir outras amizades.

Normalmente demoramos um tempo para perceber esse tipo de personalidade e quando nos damos conta, já subtraíram muitas das nossas propriedades. Mesmo sendo uma pessoa próxima, jamais permita que alguém iniba o que você tem de melhor, ninguém deve ser obrigado a viver com seus melhores sentimentos enclausurados.

Procure se conectar com pessoas que acrescentam coisas boas à sua vida, seja com uma boa conversa, ou simplesmente com pequenos momentos de felicidade. Esteja sempre aberto àquela personalidade que deixa você no seu melhor estado e exclua tudo que leve à tristeza que ainda permanece ao seu lado.                                


",otimismo
3559,87,Dos maiores ensinamentos da vida é saber que quem desespera raramente consegue o número esperado.,legais
3560,92,"
Agradecimento por mais uma vitória


                                    Senhor, hoje Te agradeço por esta vitória, pois sem a Tua ajuda e o Teu apoio jamais a teria alcançado!                                


",agradecimento
3561,53,Mudar o mundo é mudar um mundo de cada vez.,inteligentes
3562,234,Não tenha medo da mudança. Coisas boas se vão para que outras melhores possam vir.,autoajuda
3563,26,O som aniquila a grande beleza do silêncio.,bonitas
3564,50,"
Meu dia dos pais sendo papai de primeira viagem


                                    Ser pai de primeira viagem é uma aventura e tanto. Hoje é meu primeiro dia dos pais ao lado do meu lindo bebê e eu não poderia estar mais feliz. Quero passar o dia todo com ele no colo, curtindo cada momento deste afeto.

Tem sido uma jornada inspiradora e a cada dia aprendo um pouquinho mais o que é ser pai. Ainda temos muito pela frente. Mas passar este dia dos pais ao lado da minha família é o que faz tudo valer a pena! Estou muito feliz em ser papai!                                


",mensagens pais
3565,9,O maior prazer da vida é fazer o que as pessoas dizem que você não é capaz.,autoajuda
3566,49,"9 maneiras diferentes de dizer “bom dia, amor”",mensagens pais
3567,32,Espalhe gentileza por aí!,inspiradoras
3568,168,Uma das formas mais infalíveis de mudança é a reflexão.,reflexao
3569,190,A simplicidade é o tempero de todas as virtudes.,autoajuda
3570,12,25 frases e mensagens para usar no cartão de Dia dos Pais,homenagem melhores pais
3571,495,"
Agradeço ao médico mais generoso e dedicado do mundo


                                    Ao médico mais generoso e dedicado do mundo, eu quero agradecer por ter cuidado de mim e por o ter feito sempre com muita humanidade.

É nos momentos em que nos encontramos mais debilitados que mais precisamos que nos tratem com dignidade e carinho e foi precisamente assim que o doutor sempre me tratou.

É precisamente por existirem profissionais de saúde como você que existe o Dia do Médico, para que pessoas como eu lhe possam agradecer devidamente por tudo o que tem feito.

Há falta de mais palavras para expressar o meu eterno agradecimento, desejo que você, querido doutor, tenha um Dia do Médico muito feliz!                                


",agradecimento
3572,459,"Você não faz progressos estando em trabalhos secundários, choramingando e reclamando. Você faz progressos implementando ideias.",reflexao
3573,204,"Quanto mais lhe conheço, mais percebo como você é autêntica e genuína. Cunhada, adoro ter você na minha vida!",reflexao
3574,11,"Nosso amor nunca acaba. Se caímos, nos levantaremos juntos e iremos até o fim lado a lado.",romanticas
3575,407,Confio em Deus porque sinto Sua presença sempre comigo e sei que Ele me faz mais forte.,marcantes
3576,218,"Tempo perdido é apenas aquele que não vivemos, pois até mesmo em nossos piores momentos podemos aprender sábias lições.",reflexao
3577,42,"Deus é o único que reconstrói teu coração, mesmo quando você entristece o dele.",deus
3578,488,Ser você mesmo em um mundo que está constantemente tentando fazer de você outra coisa é a maior realização.,reflexao
3579,28,"
Uma dose diária de otimismo


                                    O pensamento positivo é meio caminho andado para a felicidade. Acorde com um sorriso no rosto e diga a você mesmo que o dia será incrível!

Uma dose diária de otimismo ajuda a tornar a vida mais leve. Confie em você, acredite no seu potencial e assim, com certeza, chegará mais longe.

Na vida, nós recebemos sempre o que damos, por isso, comece o dia espalhando amor e tudo isso voltará em dobro para você!

Tenha um bom dia!                                


",otimismo
3580,46,"Viva simples, sonhe grande, seja grato, dê amor, ria muito!",autoestima
3581,241,"
Agradeço a Deus pela vitória


                                    Meu Deus, hoje meu coração exulta de gratidão e alegria por mais esta vitória alcançada. Este triunfo não é apenas meu, mas antes ele é Teu, meu Deus, pois eu sei que jamais seria possível sem a Tua ajuda e vontade divinas.

Então eu Te agradeço, meu Deus! Por essa vitória e por com ela teres inundado meu coração de felicidade, paz e gratidão sem fim.

Veja mais Mensagens de Agradecimento a Deus pela Vitória 


",agradecimento
3582,9,Feliz aniversário amigo: como dar parabéns e prestar homenagem a um amigo,aniversario sobrinha maravilhosa coracao titia
3583,88,"
Os recomeços da vida


                                    A vida é feita de inícios e finais. Tudo começa e um dia acaba, por isso devemos encarar uns e outros com otimismo e esperança, pois viver é estar em constante mutação. 

Um recomeço é um novo início, e se às vezes pode ser difícil deixar algumas pessoas ou coisas para trás, é importante encarar um recomeço como uma nova e importante oportunidade na vida. No início sempre estranhamos as novidades, mas com o tempo conseguimos enxergar como eram importantes e necessárias para nossa evolução.                                


",otimismo
3584,349,"
Você é como um filho, meu genro

 


                                    Eu confesso que não esperava que você se tornasse tão importante para nossa família. Você casou com a nossa filha e nós abrimos totalmente as portas para que se sentisse bem do nosso lado. Apesar disso, você ainda era uma pessoa que pouco conhecíamos e, quando isso acontece, há sempre um receio natural de que as coisas não sejam como desejamos.

Todos esses medos foram apagados com o tempo. Você se revelou uma pessoa maravilhosa, o genro que eu nem imaginava vir a ter. Só posso agradecer com sinceridade toda a generosidade, o carinho e a atenção que manifesta para conosco. Você é um homem exemplar, um bom chefe de família que sempre cuidará bem dos que lhe são próximos.

Que possa continuar do nosso lado por muitos anos, contribuindo para a nossa união familiar. Você é como filho querido e já tem um lugar eternamente guardado no nosso coração.                                


",agradecimento
3585,155,"Assim como a cera, naturalmente dura e rígida, torna-se, com um pouco de calor tão moldável que se pode levá-la a tomar a forma que se desejar, também se pode, com um pouco de cortesia e amabilidade, conquistar os obstinados o os hostis.",otimismo
3586,111,"Há pessoas que transformam o sol numa simples mancha amarela, mas há também aquelas que fazem de uma simples mancha amarela o próprio sol.",bonitas
3587,5,Desperte-se e vá realizar seus planos. Boa tarde!,
3588,678,"Algumas amizades parecem destinadas a permanecerem em nossas vidas para sempre, pois são elas a verdadeira razão da felicidade que sentimos.",marcantes
3589,248,"Estou solteiro, sou dono do meu nariz, do jeito que sempre quis e só faço o que me deixa feliz!",marcantes
3590,26,"Brigadeiro é tão bom que deveria ser um elogio, tipo ",engracadas
3591,87,"
Eu te amo


                                    Eu te amo! Parece simples, um conceito básico e bastante comum, uma expressão fartamente gasta, três palavras copiosamente repetidas, escritas, faladas, pensadas. 

Parece simples, mas não é. E em mim, a vibração abstrata causada por essas pequenas palavras, agita todo o meu mundo, todo o meu ser, e Eu te amo! significa tudo, porque é o que eu sinto e simplesmente te amo! 


",amor
3592,3,"Boa noite, minha amiga, que você tenha uma ótima noite de sono.",noite
3593,32,Da fantasia à folia vive o carnaval com sua típica alegria!,bonitas
3594,389,"
Obrigada Pai, por orientar meu caminho


                                    Este homem que eu admiro tanto,
com todas as suas virtudes
e também com seus limites.

Este homem com olhar de menino,
sempre pronto e atento,
me mostrando o caminho da vida,
que está pela frente.

Este mestre contador de histórias
traz em seu coração tantas memórias,
espalha no meu caminhar muitas esperanças,
certezas e confiança.

Este homem alegre e brincalhão,
mas também, às vezes,
silencioso e pensativo,
homem de fé e grande luta,
sensível e generoso.

O abraço aconchegante a me acolher,
este homem, meu pai,
com quem aprendo a viver.

Pai, paizinho, paizão...
meu velho, meu grande amigão,
conselheiro e leal amigo:
infinito é teu coração.

Obrigado, pai,
por orientar o meu caminho,
feito de lutas e incertezas
mas também de muitas
esperanças e sonhos.                                


",pai
3595,16,"Fuja dos três acidentes geométricos da vida: círculos viciosos, triângulos amorosos e bestas quadradas.",sabedoria
3596,253,"Em criança sempre quis ser como você, pai, agora que cresci, fico feliz se conseguir ser metade do homem que você é.",otimismo
3597,226,"A melhor decisão que já tomei foi tirar você da minha vida, pois hoje estou mais completa e muito mais feliz.",reflexao
3598,56,"
Enquanto espero que você volte


                                    Enquanto espero por você, esta distância me sufoca impiedosamente. Meu coração bate forte de saudade e a falta que você me faz, traz frio para minha vida. 

Enquanto espero que você volte, mesmo sabendo que não vai demorar, eu percebo o quanto te amo. É por este beijo que tenho guardado. É por este abraço que preciso de te dar. 


",saudades
3599,20,A alegria é a pedra filosofal que tudo converte em ouro.,alegria
3600,30,"
Uma Batalha Sem Vencedor


                                    Chegamos ao final. Acabou! Basta de lutar por uma batalha sem vencedor. Eu amo você, mas é impossível conhecermos a felicidade plena. Vivemos um amor proibido, um amor sem saída; um amor que não conhece paz! 

É um amor que adoraria viver para sempre, mas que traz guerra para minha vida. Vou sentir sua falta, jamais vou esquecer o que vivemos. Mas vou procurar ser feliz de verdade. Faça igual. Até um dia!                                


",proibido
3601,115,"
Se esta saudade trouxesse você


                                    Que mundo é este feito de saudade? Para onde olho, eu vejo saudade. Saudade que invade e me aperta o coração. Saudade espalhada pelos caminhos que percorremos, em todos os cheiros e cores que me lembram de você. Saudade dos momentos que passamos juntos e até daqueles que ainda quero viver.

Mesmo distante de mim, quando eu sinto saudade consigo perceber como você está tão presente. Memórias de nós dois ganham vida e mostram como nada as conseguem apagar. Nossa história está marcada em minha alma, como tatuagem que não pode sair da carne. E eu sou feliz por sentir que nosso amor continua forte.

Mas, por outro lado, meus lábios sentem tanta falta dos seus que doem de apenas os desejarem. Minha alma se sente vazia e é só de suas palavras que ela precisa. Quando nossos olhos não se podem cruzar, tudo se agita e nada faz mais sentido. 

Ai saudade, saudade. Talvez só lhe abra de vez a porta, se junto com ela trouxer você, meu amor.  


",saudades
3602,130,O acaso é um Deus e um diabo ao mesmo tempo.,reflexao
3603,70,"Por maior que seja, não há obstáculo que não possa ser superado.",motivacao
3604,117,O presente e o futuro não podem apagar o que a memória não consegue esquecer.,otimismo
3605,27,"Que os vossos esforços desafiem as impossibilidades, lembrai-vos de que as grandes coisas do homem foram conquistadas do que parecia impossível.",legais
3606,275,Na minha história eu sou protagonista e você espectador.,reflexao
3607,101,"
Eu te amo, mesmo ausente


                                    Eu amo você hoje com a mesma intensidade do primeiro dia, e por isso mesmo dói tanto sentir que você anda tão ausente. E, às vezes, tê-lo tão distante chega a ser pior que não ter.

Eu me lembro com perfeição de como tudo era diferente. De como você fazia questão de estar sempre presente. De como você cuidava e se importava comigo.

Seus beijos eram ardentes, seus abraços apertados, sua atenção constante. E eu sinto falta desse homem com quem casei. Sinto falta do marido que me amava, que me presenteava com seu tempo, com sua dedicação sem que eu tivesse que pedir.

Continuo amando você, mesmo ausente, mas preciso que invista em mim, em nós. Eu preciso que você volte a ser quem foi, quem entretanto se esqueceu de ser: o homem que eu tanto amo, o homem com quem casei!                                


",amor
3608,130,"O bem que você faz hoje pode ser esquecido amanhã. Faça o bem assim mesmo. Veja que, ao final das contas, é tudo entre você e Deus! Nunca foi entre você e os outros.",autoajuda
3609,500,Uma mudança sempre deixa o caminho aberto para outras.,marcantes
3610,99,"É uma palavra apenas, meu amor, mas que expressa o arrependimento sincero pela minha atitude: desculpa.",romanticas
3611,562,Todos ouvem o que você diz. Os amigos escutam o que você fala. Os melhores amigos prestam atenção ao que você não diz.,reflexao
3612,165,"
Os Desafios do Amor


                                    Boa noite! A vida nos deu uma prova de fogo, um desafio muito difícil de combater! Mas acho que estamos a demonstrar que somos capazes. Nosso amor é impossível de acontecer. 

Seria até estranho, apesar de já ter imaginado algo mais do seu lado. Podemos estar a cometer um erro por não estarmos a dar uma chance, mas nem temos certeza se o que estamos sentindo é real. 

Sim, porque sentimento não tem nome ou rosto e aí fica difícil. Mas você estará sempre no meu coração – isso é uma certeza, uma promessa. Bons sonhos!                                


",proibido
3613,223,Para quê celebrar vitórias se não as puder compartilhar com pessoas como você? Aceite este convite para minha formatura!,reflexao
3614,0,Declaração de amor: dicas de como se declarar à pessoa que você gosta,dificil ira
3615,94,Quantas chances desperdicei quando o que eu mais queria era provar pra todo mundo que eu não precisava provar nada pra ninguém.,reflexao
3616,222,A doçura dos dias começa com a beleza dos melhores pensamentos pela manhã.,bonitas
3617,130,Deveríamos patentear as nossas alegrias e ocultar os nossos pesares.,bonitas
3618,208,"
O Aqui e o Agora


                                    Agora é o momento mais importante da sua vida e aqui, onde você está, o lugar para o viver. Saber aproveitar plenamente o presente é uma arte e algo indispensável, mas nem sempre é alcançável por todos.

Saiba viver no presente, no momento, pois o passado já passou e o futuro ainda não chegou nem ninguém pode garantir que chegará. 

Viva o ‘aqui e o agora’ como o espaço e o tempo que realmente importam na sua vida, pois só assim se vive plenamente!                                


",otimismo
3619,271,"
O novo membro do clube dos papais


                                    Querido futuro papai! Neste exato momento você deve estar com a cabeça rodando e pensando em mil coisas ao mesmo tempo, mas não precisa se preocupar pois isto é normal para quem vai encarar a paternidade pela primeira vez.

Não duvide das suas capacidades e nem se questione sobre qual tipo de pai você será, nós temos toda confiança de que você tem tudo para ser um pai incrível, dedicado e que amará esta criança com todas as suas forças.

Aproveite este momento para agradecer por esta família linda que vai aumentar de tamanho e para se dar conta do quão afortunado você é por experimentar o mais puro tipo de amor. 

Bem-vindo ao clube dos papais e seja muito feliz!                                


",pai
3620,22,"A gente vive esperando que as coisas mudem, que as pessoas mudem. Até que um dia a gente muda e vê que nada mais precisa mudar.",sabedoria
3621,13,"
Obrigada pela amizade de sempre


                                    Os amigos de verdade se revelam, não nos momentos felizes e fáceis da vida, mas sim nos momentos mais difíceis, nos momentos em que não temos um sorriso no rosto, mas sim lágrimas. Os amigos de verdade, se revelam quando precisamos de um ombro amigo e um colo para nos abrigar.

Nesta fase tão complicada da minha vida vi muitos amigos se afastarem, mas os que ficaram sei reconhecer que são os meus amigos de verdade, e eu agradeço muito por isso. Agradeço por terem ficado ao meu lado, agradeço por terem entendido o meu momento, as minhas fraquezas, a minha instabilidade e a minha indisposição. 

Agora que a nuvem negra que pairava sobre mim passou, reconheço mais do que nunca a importância que cada um de vocês teve. Sem vocês eu não teria conseguido prosseguir, vocês foram a minha força, vocês me deram coragem para seguir em frente. 

Fico feliz e aliviada em saber que neste mundo, onde há tanta gente egoísta, há também muitas pessoas em quem podemos confiar e com quem podemos contar. Obrigada pela amizade incondicional de vocês! O que posso fazer é dizer que eu também estou aqui para o que der e vier. Contem comigo! Amo muito vocês!                                


",agradecimento
3622,206,"A alegria não está nas coisas, está em nós!",autoajuda
3623,21,"O meu socorro vem do Senhor, que fez os céus e a terra. (Salmo 121:2)",biblicas
3624,235,Acredite nas suas capacidades e lute todos os dias para que elas sobressaiam no seu trabalho.,otimismo
3625,183,"Além de tempo de sobra, vocês têm sempre uma palavra de carinho e apoio. Adoro meus avós!",marcantes
3626,194,"
Não Paro de Pensar em Nós Dois


                                    Você me faz tanta falta! Todos os dias acordo com um vazio no coração e mil pensamentos de nós dois. Fui tão feliz ao seu lado. Senti coisas que nunca mais irei sentir se você não voltar para mim. 

Por favor, meu amor, não desista de nós! Preciso de um chance; nossa história precisa de uma chance para ser feliz de novo. Não ignore a realidade. Podemos ter muitos problemas, mas juntos vamos sempre encontrar uma solução. Eu te amo!                                


",amor
3627,62,Não odeie o que você não pode compreender.,reflexao
3628,394,"
Obrigada pelo presente

 


                                    Só mesmo alguém especial como você, com um coração tão generoso, para se lembrar de mim desta maneira. Fiquei muito feliz com o presente que você me ofereceu e agradeço muito o seu gesto tão bonito. Quero que saiba que de todas as dádivas que eu já recebi neste mundo, a sua amizade está entre as mais importantes. Obrigada de coração, minha querida amiga!                                


",agradecimento
3629,45,Faça sua semana valer a pena!,semana
3630,457,"O nosso amor pode até passar por tempestades, mas vamos sempre dividir o mesmo guarda-chuva.",romanticas
3631,130,"
Quero você sempre comigo









Amo você e quero que esteja sempre ao meu lado não só porque me faz feliz, mas porque quero fazer você feliz!                                    


",declaracao amor
3632,341,"És tu, sempre foste tu, o grande amor da minha vida, o motivo maior da minha alegria. Amar-te é ser feliz!",romanticas
3633,211,"Alguns desafios da sua vida podem parecer difíceis, mas eles também serão sempre possíveis até você desistir de lutar por eles.",reflexao
3634,167,"
Uma União de Deus


                                    Todos os dias acordo com uma sensação de felicidade que nem consigo exprimir. Mas conheço a razão. Eu sou feliz porque Deus colocou você na minha vida! E agora tudo é mais belo, mais real, mais alegre. 

Temos a bênção do Senhor para construirmos uma história de amor linda. É por isso que prometo que o respeito e o carinho que temos um pelo outro vai se manter assim para sempre. Eu te amo!                                


",amor
3635,158,"
Você Sempre me Amou


                                    Você não precisava ter sido tão maravilhosa. Um pouco do muito que você me oferece já é suficiente para ser imensamente feliz! Te amo, mãe! 

Nas minhas veias não corre seu sangue, mas no coração pulsa o amor que nos mantém ligadas eternamente. Tudo que sou e tudo que tenho é responsabilidade sua. E acredite que seria impossível conhecer felicidade maior do que esta que você me proporciona!                                


",proibido
3636,62,Sempre achei que a perfeição não existia até encontrar você e juntos construirmos esta bela história de amor.,romanticas
3637,13,"
Ter pais assim é felicidade garantida


                                    Ter pais como os meus é ter a sorte da felicidade na vida.  Aconteça o que acontecer, eu sei que nunca estarei só, que meus problemas e dificuldades serão superados em conjunto. Pai, mãe, vocês são espetaculares! 

A minha gratidão por todas as coisas que vocês me proporcionam não tem limitações. Só desejo que a vida sorria na direção dos dois e que sejam sempre pessoas lindas, por dentro e por fora.                                


",pai
3638,47,"
Obrigada por existir, meu amor


                                    Meu amor, meu noivo, meu futuro 
marido, obrigada por tudo! 
Obrigada por estar vivendo este 
momento mágico comigo, por ser 
tão maravilhoso, por me amar, por 
me fazer a mulher mais feliz 
do mundo!

Meu amor, como é grande meu 
entusiasmo, como é indescritível 
a alegria que agora sinto, quando 
estamos tão perto de transformar 
o sonho em realidade. 
Eu te amo, tanto! 
Simplesmente obrigada por existir!                                


",amor
3639,82,Foi sua lealdade que fez de você meu melhor amigo. 👊,reflexao
3640,294,"
Agradeço a Deus por mais um dia









Cada dia é uma dádiva, uma oportunidade de transformar sonhos em realidade, e por mais este dia de vida eu Te agradeço, meu Deus!                                    


",agradecimento
3641,0,"
Lembranças da Infância

 


                                    Não é maravilhoso as lembranças que temos de nossa infância? São lembranças marcantes, têm cheiro, têm sabor, têm uma saudade gostosa que nos faz viajar longe e nos faz sensações bem parecidas com as que sentimos na época.

Lembrar dos amiguinhos imaginários... Nossa, os meus me acompanharam por anos, que delícia! Eu lembro de andar de bicicleta no enorme quintal da minha casa, rodeava aquelas árvores e parecia que eu ia para outra cidade. Meu pai fez um balanço para cada um e assim cada um tinha sua árvores, eu conseguia ficar horas no vai e vem do balancinho sentindo o vento no rosto e minha mente ia criando diversas situações imaginárias, era tão gostoso! Gosto de lembrar do quartinho que tinha no fundo de casa onde brincávamos de escolinha, meus irmãos eram os alunos, e o café da tarde? Nossa! Café com leite e pão com manteiga, sentávamos na beira da porta com os pezinhos pendurados e qualquer coisa era motivo para eu e meus dois irmãos rirmos até quase fazer xixi nas calças! Ai que tempo bom...poucas preocupações...e todos reunidos.
(...)

São doces lembranças do passado, da minha infância...esses registros nos ajudam a crescer e amadurecer e servem também de norte para criarmos nossos filhos, porque eu sempre fico me questionando que tipo de lembrança quero deixar para minha filha... É claro que quero as melhores possíveis!!!

(Cristiane Marino)                                


",saudades
3642,31,Desencana. Sempre vai ter alguém pra te dizer se o que você fez foi certo ou foi errado. Pouco importa. Dificilmente vão querer saber se era tudo o que você podia fazer.,autoajuda
3643,369,Não sou exigente; tudo que peço da vida é que seu amor e sua companhia nunca me sejam negados.,romanticas
3644,160,Não há satisfação maior do que aquela que sentimos quando proporcionamos alegria aos outros.,bonitas
3645,166,"
Esquecer Você


                                    Tentei, juro que tentei esquecer você
Esquecer nossa história, nossos 
Momentos, mas foi impossível.
Você infiltrou-se em minha mente
Impregnou-se em meu sangue
Insinuou-se em minha alma
Introduziu-se lenta e profundamente 
Em minha vida. Como esquecer você?
Seria tentar esquecer-me de mim 
Mesma. Como tirar você do meu 
Pensamento, se você é o meu próprio 
Pensamento? Tentei esquecer você, 
Juro que tentei! Tentei arrancar da 
Minha pele, as marcas dos seus 
Sentidos. Procurei exterminar da 
Minha alma as últimas ilusões de ter 
Você. Arrisquei a erradicar da minha 
Mente seus textos, suas palavras.
Aventurei a livrar-me do feitiço que 
Me dementava. Tudo inútil!
Em meus ouvidos, sua voz, seu 
Sorriso, seu ai ai. Em minha boca, 
Ainda o sabor da sua. Em meus olhos, 
Os seus, seu corpo. Em minhas 
Entranhas, você, todo em mim. 
Como esquecer você? Como tirar 
Você de mim? Como arrancar as 
Lembranças? Me ajude, eu lhe peço!
Me ajude a esquecer você! Mas não 
Dá para esquecer e sabe por quê?
Porque eu não desejo tirar você da 
Minha memória! Porque eu não quero 
Afastar ou perder as lembranças!
Porque se eu não posso, nem devo, 
Ter a esperança de ter você.
Quero pelo menos sofrer, sentir dor, e 
Cada vez mais lembrar de nossa 
História, de nossos momentos, de você!                                


",proibido
3646,295,Um abraço de amor fala mais alto do que um grito de raiva.,romanticas
3647,365,"
Amiga eterna não importa o quê nem onde


                                    Querida amiga, neste momento em que você se prepara para começar uma nova etapa na sua vida, e que infelizmente levará você para longe de mim, eu quero lhe desejar as maiores felicidades e toda a sorte do mundo!

Saiba que são muitas serão as saudades que você deixa em meu coração. Mas pouco importa quantos quilômetros se coloquem entre nós, pouco importa qual a distância física ou temporal, nossa amizade é forte e verdadeira e a tudo saberá sobreviver.

Vou contar os dias até poder abraçar você de novo, com a certeza que meu sentimento por você se manterá igual, e apenas a saudade aumentará a cada dia. Muitas felicidades, minha querida!  Amiga eterna não importa o quê nem onde, até breve!                                


",saudades
3648,69,É preciso fortalecer o amor para que ele seja capaz de continuar transformando nossas vidas.,romanticas
3649,196,Tudo em você é poesia para as páginas em branco da minha vida!,reflexao
3650,70,"Se a caminhada está difícil, é porque você está no caminho certo.",inspiradoras
3651,245,"
Se me Amas de Verdade


                                    Se me ama de verdade
Não deixe para mostrar esse amor depois
Pois o depois poderá ser tarde demais.

Se me ama de verdade
Não me diga: ""me preocupo com você""
Mas sim: ""esteja ao meu lado sempre"",
Pois juntos dividiremos e superaremos 
As adversidades do dia a dia.

Se me ama de verdade
Não espere eu chamar você para um passeio
Pegue-me pelas mãos e me faça uma surpresa,
Me leve para qualquer lugar,
Pois por mais simples que seja, o mais importante
Será ao seu lado sempre estar.

Se me ama de verdade
Se me vir triste, não me diga: ""não fique assim""
Brinque, conte-me uma piada e
Tente arrancar aquele sorriso dos meus lábios, 
Me fazendo esquecer, pelo menos, naquele 
Momento, o que estiver doendo em minha alma.

Se me ama de verdade
Não me digas: ""vou tentar ajudar você 
No que for possível""
Me mostre que está tentando o impossível
Pois para quem ama, o impossível é pouco,
Mas vale sempre a intenção, e jamais esquecerei 
Que um dia, você pelo menos tentou.

Se me ama de verdade
Não me digas ""quero beijar você""
Corra para os meus braços e me beije 
Loucamente, como se fosse sempre a primeira 
Vez em que com ele você me enlouqueceu.

Se me ama de verdade
Não me pergunte: ""quer fazer amor comigo?""
Me arraste com você, e viraremos um só.
Me encante com todos os seus encantos,
Me ame arrebatadamente, e me eleve aos céus, 
E depois repousaremos nas nuvens.

Se me ama de verdade
Não me diga que um presente não pode 
Me comprar, seja lá por que circunstância for
Mostre simplesmente que se lembrou, que 
Aquela data era muito importante para mim.
Pois já estar ao seu lado, é o maior presente
Que recebo de você, diariamente.

Agora, se me ama de verdade
Não me digas simplesmente: ""eu te amo!""
Jamais me mostre esse amor apenas com 
Palavras. Pois as palavras, o vento as leva.
Mostre-me este amor com toda a sua 
Capacidade de amar, com seus gestos, 
Seus carinhos, e principalmente
Com as suas atitudes mais inesperadas
Que me surpreendem e até me roubam
Algumas lágrimas de felicidade, pois sentirei 
Sempre em você que me ama de verdade

Quanto a mim, me dê a chance de lhe mostrar
O tamanho do meu amor por você,
Mas não lhe mostrarei por simples palavras
Me entregarei a você de corpo e alma
Porque eu amo você de verdade!                                


",amor
