,0
97,"
Palavras não chegam para descrever o que sinto


                                    Meu amor, nesta carta vai apenas um pouco do que eu quero dizer, pois o que sinto, na verdade, é impossível de ser expresso em palavras. Há algo muito especial que fez com que déssemos as mãos e caminhássemos lado a lado todo este tempo, uma mágica que nos transcende e torna cada dia vivido ao seu lado uma passagem maravilhosa.

Sei que no futuro olharemos para trás e recordaremos com carinho as promessas que fizemos e concretizamos, os sonhos que traçamos e conseguimos alcançar, as dificuldades que juntos ultrapassamos. Mas por agora quero desfrutar da vida e de todos os instantes de paixão, pois quando você está perto de mim o tempo voa e parece que tudo pode acontecer.

Eu quero que esta nossa união permita que continuemos a compartilhar momentos inesquecíveis que contarão um pouco da nossa história. Acredite que o amor que sinto por você é infinito, incondicional e que nada nem ninguém conseguirá mudar isso. 


"
98,"
A Regra Mais Importante do Amor


                                    A única regra no amor é que ele não tem regra. Basta de sofrer, amiga! Você tem de entender que nem sempre somos amadas por quem amamos; não existe lógica ou razão no sentimento. Ou a gente gosta ou não gosta. 

Você sabe que não está sendo correspondida. E passa o tempo se lamentando. Isso está errado! Não é justo para você. Aliás, ninguém merece conhecer essa tristeza por tanto tempo como você está conhecendo. 

Você é linda, minha querida! Ame-se agora. E não deixe que seu coração seja mais forte e fale mais alto que sua cabeça. Vou estar sempre do seu lado! Força!                                


"
99,"
O Meu Olhar


                                    No meu olhar se espelha hoje um sentimento que até então meu coração pensava conhecer, mas desconhecia por completo. Hoje no meu olhar todo mundo pode perceber uma felicidade que até então eu julguei não poder existir. E tudo porque no meu olhar se reflete o seu!

Namorar você é como caminhar por belas, doces e macias nuvens de felicidade sem fim. Amar você é fácil e inevitável, pois não existe pessoa no mundo que se iguale a você, que seja tão maravilhosa, tão perfeita.

Sou tão feliz que sinto irresistíveis impulsos de criar um mundo melhor, onde todos possam ser tão felizes quanto eu, mas isso é impossível, pois apenas a mim foi dado o privilégio de amar você, e receber seu amor de volta. E como eu amo você! E como eu quero que esse amor perdure pela eternidade e mais além...                                


"
100,"
Que nossa amiga descanse em paz


                                    Neste momento os nossos corações quase não são capazes de suportar tanta dor. Ter uma pessoa tão querida levada de nós de forma tão brusca e inesperada é algo que nos paralisa, e nos fazer sentir impotentes diante daquilo que o destino nos reserva.

Mas cada um de nós tem uma missão, e se ainda estamos aqui é porque a nossa ainda não está cumprida. A nossa querida amiga cumpriu a sua missão, e se era trazer alegria, paz, amizade, generosidade e muitos aprendizados para os seus amigos e familiares, então ela a cumpriu com perfeição. 

Mas é impossível não lamentar a sua falta. O que conforta nossos corações é saber que ela era um anjo que iluminava as nossas vidas, e que continua sendo um anjo, mas foi convocada para voltar para o lado do Senhor. 

Mas a sua luz é tão forte que ela vai continuar guiando os nossos passos, e aquecendo os nossos corações com o seu amor. Que ela esteja em paz ao lado do Senhor.                                


"
101,"
Um doce amor


                                    Eu tenho um doce amor
Que digo não ser só meu
Que por onde quer que passa
Demonstra a sua raça.
Eu tenho um grande amor
Que é pura emoção
Que a todos contagia
Ele é pura magia
Ele é pura paixão.
Eu tenho um amor tão bonito
E afirmo: Não é só meu!
Ele pertence ao mundo
Este amor que é tão profundo
Impossível ser só meu!                                


"
102,"
A Ilusão do Amor


                                    Você não está enxergando a realidade. Desculpe, irmã, mas você não está conseguindo distinguir a verdade da ilusão. É isso! Você é minha irmã caçula, minha irmã do coração, e eu só quero sua felicidade. 

É por isso que estou implorando para que você não continue vivendo na ilusão de um amor impossível. É uma ilusão amorosa – nada mais! Você é linda, inteligente, tem tudo para ser feliz de verdade. Não perca tempo com bobagem, por favor!                                


"
103,"
Duas netas que me trazem muita felicidade


                                    Queridas netas, quando soube que em vez de uma neta eu teria duas, meu coração se alegrou muito. Afinal, todo o amor que eu tinha guardado teria de ser dado em dobro. Mas eu tinha certeza que isso não seria problema, pois sempre achei vocês encantadoras e era impossível não gostar de dois tesouros assim.

A cada dia que passa vocês se têm tornado mais importantes na minha vida. Desejo que sejam muito felizes e que somem muitos anos pela frente. 


"
104,"
Use a Cabeça no Amor


                                    Você merece viver uma linda e longa história de amor, minha irmã! Desde sempre que imagino alguém do seu lado para compartilhar momentos felizes, momentos de verdade. 

Acontece que você está procurando um amor impossível de acontecer. E isso é negativo. Vai machucar seu coração. Vai machucar muito. Vai fazer seus olhos chorarem! Se liga, irmã. 

Por favor, você precisa enxergar a realidade e deixar de alimentar um sentimento por alguém que não tem um futuro para lhe oferecer; alguém que não pretende o mesmo que você. Seja feliz com o coração e com a cabeça – sempre! Mil beijos, querida irmã!                                


"
105,"
O Problema de Amar Tanto Alguém


                                    Eu gosto de você de verdade; gosto como não gosto de mais alguém. Mas o problema é esse! A ligação que temos não permite que avancemos em outra direção. 

Eu adoro nossa amizade e não arriscaria o que temos por nada neste mundo. Somos amigos desde a infância e seria um erro tentarmos encontrar o amor um com o outro. Estarei sempre ao seu lado como amiga! Para tudo que você precisar. Te adoro, amigo!                                


"
106,"
Com uma irmã assim a vida é mais fácil


                                    Os desafios não somem eternamente, as adversidades não desparecem subitamente, os problemas não deixam de existir, mas com você ao meu lado, minha irmã, sinto que cada luta que travo nunca é impossível de ser vencida. 

Você é um amparo, um apoio, alguém que alivia minha carga quando a mesma está pesada. Você é a luz, conselheira, companheira nas jornadas mais atribuladas. Você é uma irmã que é amiga, mãe e confidente. O amor que nos une é eterno, é um orgulho, será para sempre um motivo essencial para minha felicidade!                                


"
107,"
Nossos corações desencontrados


                                    Daria qualquer coisa para que seu coração batesse com tanto amor por mim como o meu bate por você!                                


"
108,"
Frases de Amor Não Correspondido


                                    “Cada vez que você olha para mim com esses olhos, o céu desaba em cima de mim por saber que não me quer. “

“Se dois lábios não podem se beijar, dois olhos se beijam numa troca de olhares.”

“Coração que ama, chora calado e não reclama.”

“Sei que teus beijos jamais serão meus, sei que teus olhos jamais cruzarão os meus, e te amo, e nos meus sonhos loucos e ardentes, bendigo o teu desdém, adoro teus esquivos e ao em vez de te amar menos te amo muito mais.”

“Diz-me como te tiro da minha mente, como deixar de pensar em ti, como te expulso de meus sonhos, como faço para me afastar de ti, como explicar a meu pobre coração que tu nunca serás para mim.”

“Não há disfarce algum que, por muito tempo, possa ocultar o amor onde ele existe, nem fingi-lo onde não existe.”

“…nada é mais vulnerável que nosso desejo. Na luta entre o cérebro e a pele, nunca dá empate. A pele sempre ganha de W.O.”

“Há momentos na vida em que sentimos tanto a falta de alguém, que o que mais queremos é tirar essa pessoa de nossos sonhos e abraçá-la.”

“Não existe amor impossível, apenas pessoas incapazes de lutar por aquilo que chamam de amor”

“Quem nunca saiu com o cara errado que atire a primeira pedra! Mas atire nele, por favor…”                                


"
109,"
A dor de amar e não ser amada


                                    Querida amiga, às vezes o amor é o mais injusto dos sentimentos, pois jamais coração algum deveria sentir amor por um que é incapaz de retribuir esse sentimento. 

Às vezes parece que o mundo enlouqueceu e que nada dará certo, pois sofrer por amor é ver a vida de forma distorcida por tempo indeterminado. Mas tudo passa, um dia a dor desaparece e você volta a ter a capacidade de enxergar o mundo como ele é. 

Não se desespere, minha amiga, pois só quem ainda não viveu um amor não correspondido não sabe o quanto dói, mas eu sei. Mas também sei que é dor que eventualmente termina, pois sem alimento e retribuição, esse amor acabará por morrer e mesmo o seu rasto desaparecerá. 

Tenha esperança no amanhã, pois em breve seu coração estará sarado e poderá se abrir novamente para outro que por você também sinta amor, e verá como então será muito feliz!                                


"
110,"
Saudades de algo que nunca existiu


                                    A pior saudade não é aquela que é provocada pela solidão ou um qualquer adeus, mas sim aquela que é sentida quando os braços da pessoa que amamos não se abrem para nós.

Ficar próximo de quem se ama, de quem o coração deseja intensamente e não poder ter essa pessoa... Aí reside a verdadeira dor de uma saudade impossível, uma saudade de algo que nunca existiu nem vai existir.                                


"
111,"
No fim só é saudade


                                    Enquanto pequenos, tudo roda em volta da nossa família mais próxima. Tudo é mãe, pai, irmãos quando existem. Todo o nosso mundo se resume a esse grupo pequeno e confortável.

Aos poucos nos vamos revoltando contra esse núcleo, e o vamos culpando por tudo que de mal começa a acontecer em nossas vidas. Os hormônios da juventude tomam conta de nós.

Mais tarde estamos mais calmos, mas a vida atira todo o tipo de obstáculos, desafios e distrações no nosso caminho, e vamos nos afastando, e esquecendo desse pequeno grupo que em tempos foi todo nosso mundo. Esquecemos de visitar, esquecemos de cuidar, esquecemos de dizer ‘te amo’!

E quando lembramos do esquecimento, quantas vezes não é já tarde de mais, e aqueles que verdadeiramente nos amaram, e que nunca deixamos de amar, apenas esquecemos de o dizer, foram chamados para junto de Deus. 
Então resta apenas a saudade.

Ficam as memórias. Fica o amor que será eterno. Fica o desejo impossível de um retorno. Fica o insustentável peso da saudade, a única que nunca morrerá.                                


"
112,"
Obrigado por tudo, queridos pais


                                    Às vezes penso como poderia um dia pagar tudo que vocês fazem por mim, meus queridos pais. Como poderia compensar todo o esforço e dedicação que sempre tiveram comigo. 

Mas por mais contas que faça sei que a resposta será sempre a mesma: impossível. Vocês ultrapassam sempre os deveres essenciais de pais. Não olham a meios ou trabalhos quando a questão é o meu bem-estar.

Seu carinho é agradável como um cobertor em uma noite fria. E não há palavra melhor do que um grande e sincero obrigado. Agradeço por tudo, queridos pais! Amo muito vocês!                                


"
113,"
Um Amor por Resolver


                                    As noites demoram muito tempo a passar e os dias são cada vez maiores. Ao seu lado tudo era belo, mas agora até o céu ficou cinzento. Preciso de você novamente, meu amor! Por favor, não desista de nós! 

Eu sei que nossa história ainda não chegou ao fim. É impossível que algo tão poderoso como amor desvaneça com o tempo, com as brigas, com as desilusões. Eu sinto muito sua falta e só desejo que um dia volte a cair nos seus braços.                                


"
114,"
O amor e as promessas de um bebê 


                                    Pai,
leia minhas palavras:

Eu, como bebê que sou, sei o trabalho que lhe dou, os sacrifícios que faz para me dar tudo aquilo que preciso para crescer saudável e feliz. Tenho muita sorte em ter você ao meu lado; sorte em ter um pai tão maravilhoso.

Acho que nunca serei capaz de lhe reconhecer devidamente todas as coisas incríveis que me proporciona desde que abri os olhos para este mundo. Prometo fazer o possível e o impossível, mas talvez nunca consiga lhe dar tudo aquilo que seu coração me oferece.

Na verdade, eu sei que irei dedicar minha vida a você e a todos seus sonhos. A sua felicidade será minha eterna e voluntária missão nesta vida que tem sido tão linda para mim.

Papai, eu irei sempre lhe agradecer.
Beijos e mais beijos para você! 


"
115,"
Tudo o que sinto e você nem imagina


                                    Cada vez que reencontro você, há uma grande quantidade de sentimentos que despertam em mim. O meu coração fica descontrolado quando sinto você por perto e meu corpo treme mesmo sem sentir frio.

Talvez você não entenda todo este amor que sinto. Provavelmente nem percebe a importância que tem na minha vida. Eu era capaz de largar tudo para ter você mais perto. Sempre que nossos olhares se cruzam a esperança renasce em mim e fico com vontade de correr para seus braços, provar do seu beijo e dizer tudo o que significa para mim.

Você é o amor da minha vida, o melhor sonho que alguma vez tive. Você é o meu passado e também o meu presente e tudo o que eu desejo é que seja o futuro também. Tenho receio de que nada mude e que tudo o que sinto seja mera ilusão, mas esta paixão é verdadeira e eu não consigo mais conter toda esta emoção. 


"
116,"
Eu agradeço aos meus pais maravilhosos


                                    Quem tem pais assim como os meus tem tudo que precisa para se sentir feliz e abraço pela sorte, pela vida! E por isso a vocês, pai e mãe, eu agradeço por nunca me voltarem as costas e estarem sempre junto.

Em todos os momentos da minha vida vocês estiveram ao meu lado e me ajudaram, apoiaram e fizeram acreditar que nada é impossível. Não conheço pessoas mais incríveis e maravilhosas do que vocês, meus queridos!

Talvez por isso eu me sinta tão capaz, tão especial. Saber que em qualquer situação eu não irei conhecer a solidão é uma coisa que não se explica; que não tem nome. É algo que se sente e nos transporta para um lugar leve e deslumbrante.

Papai, mamãe, continuem a construir esse legado de amor tão belo e inspirador. Vocês são tudo para mim e eu serei sempre gratidão para vocês.                                


"
117,"
A vida é um presente, meu amor


                                    Você é uma criação perfeita da natureza, a sua vida é uma dádiva excepcional, e viver é um privilégio sem igual. Agora você duvida disso, mas não perca a fé, a esperança, pois quando existe vontade tudo pode acontecer. Um dia tudo muda e o que parecia impossível é superado.

A vida é um presente, meu amor, e por você, por mim, por todos que amam você, receba essa dádiva com a devida alegria!                                


"
118,"
Quero Entrar nos Seus Sonhos


                                    Eu te amo tanto que é até impossível esconder mais tempo. Sinto que devo revelar meu sentimento para você. Não pretendo só sua amizade ou compaixão: eu quero uma história de amor a sério, de verdade. 

Preciso de sentir seu cheiro, de abraçar seu corpo e de falar “eu te amo” todas as manhãs. Quero entrar nos seus sonhos e viver no seu coração eternamente. Você aceita namorar comigo?                                


"
119,"
Você Não Saiu do Meu Coração


                                    Mesmo após muitas conversas que resultaram na decisão da nossa separação, hoje me arrependo completamente, pois você ainda não conseguir tirar você do meu coração.

Sei que durante nossa decisão final, inúmeras dificuldades nos colocaram nessa situação, mas hoje me sinto completamente pronto para superar a distância e continuar alimentando o nosso amor.

Você me fez o home mais feliz desse mundo, mas posso agir como um covarde e deixar a oportunidade de passar o resto da minha vida com você. Sei que não será fácil, mas tenha a certeza que estou disposto a pagar qualquer preço pela nossa felicidade.

Não consigo viver bem se não for ao seu lado, você é a mulher da minha vida e esteja ciente que farei o impossível para ficarmos juntos novamente. Não vejo a hora de poder te dar todo o carinho que você merece e demonstrar todo amor que ficou guardado durante o nosso período separado.

Te amo incondicionalmente e espero novamente poder ser seu namorado!                                


"
120,"
Ao meu grande amor que se foi


                                    É difícil aceitar. É difícil acreditar em Deus nessas horas. É quase impossível pensar que Deus sabe o que faz e se resignar à vontade Dele. Deus levou você de mim, Deus levou o meu amor! Como posso viver agora? Sinto uma dor que me consome, que me rasga por dentro. Será que algum dia serei capaz de sorrir novamente? Será que essa saudade que me mata vai um dia passar e vou voltar a amar a vida?

Você foi embora de repente, e o nosso amor ainda prometia tanto. Ainda tínhamos tanto para viver. Sinto uma revolta muito grande em meu peito, não consigo aceitar que Ele tenha levado você de mim. Em alguns momentos, sinto-me desesperada, sinto que não vou conseguir aguentar. 

Não sei a quem recorrer neste momento de dor, nem ao menos consigo rezar para acalmar o meu coração. Por que a vida nos prega golpes tão cruéis? Tão difíceis? Por que os dias não podem ser sempre doces como eram aqueles quando estávamos juntos. 

Eu só espero um dia conseguir recuperar a minha fé e a esperança, e sentir o meu coração acalentado, mesmo já não tendo você comigo. A dor ainda é maior que tudo, você se foi, mas o meu amor por você continua aqui, pulsando forte dentro de mim. Esteja onde você estiver, peço que me dê forças para continuar e para reencontrar a paz que tinha no seu abraço, encostada ao seu peito. Espero poder um dia olhar para céu e ver no brilho e no calor das estrelas o seu sorriso.

Eu te amo e amarei para sempre, meu amor!                                


"
121,"
Percebi que nosso amor é impossível


                                    É impossível manter um amor no coração quando ele nos faz mal à alma. Eu tentei, dei meu melhor dia após dia, mas não foi suficiente. Chegou a hora de dizer adeus a um sentimento que criei e vivi, mas sempre na mais discreta solidão.

Acredito que você tem planos para sua vida que não me incluem, e vou respeitar inteiramente sua posição. Talvez um dia eu encontre alguém especial que saiba valorizar o meu amor e tenha capacidade para me fazer verdadeiramente feliz.

Adeus!                                


"
122,"
O Amor contra o Impossível


                                    Tentamos até ao impossível. Lutamos contra todas as nossas diferenças e superamos o que não seria de esperar. Mas nosso amor é impossível! Não dá para ficar ignorando a realidade. 

Não somos compatíveis. Temos pouca coisa em comum. Na verdade, somos a prova que nem sempre o sentimento é suficiente. Mas continuo desejando que você seja feliz. Beijo.                                


"
123,"
Ser Guerreiro


                                    Ser guerreiro é…

Saber que não existem atalhos para o destino. E que em hipótese alguma, haverá vitória sem luta, e não haverá luta sem adversários.

A derrota, para o guerreiro, nada mais é que o adiamento da inevitável vitória. O Guerreiro é, por natureza própria, perseverante. Pensa em desistir mas não desiste, pensa em fugir mas não foge, pensa em vingança mas não vinga. Se sente medo, não o deixa dominá-lo, tampouco deixa invadi-lo, o conhece apenas para evitá-lo.

Assim, através do autodomínio, alcança a plenitude do não-pensamento, onde o Tudo se torna Vazio, e o guerreiro se torna um com esse vazio, restando apenas o infinito Amor.

Alcançou seu objetivo, se tornou um com seu caminho. E deste ponto em diante, do alto de seu Satori, sabe que nada é impossível. Não há e nem haverá de existir barreiras insuperáveis, inimigos invencíveis, ou caminhos que não possam ser percorridos. E também sabe que, quando se quer alguma coisa, o universo inteiro conspira a seu favor.

Fazendo a vida valer a pena, tentando sempre, desistindo jamais. Tornando o sonho verdade, o erro em acerto, a barreira em passagem, o desespero em solução. Verdadeiro, simples, decidido e objetivo. Compreende a todos, mesmo sabendo que é incompreendido. Com coragem, através da honra, e pelo Amor, sempre!

(Daniel Jaoude)                                


"
124,"
As coisas que eu gosto em você


                                    Tentei fazer uma lista sobre as coisas que gosto em você, mas logo percebi que seria impossível. E sabe por quê? É que de você eu gosto mesmo de tudo! 

Então no lugar de enumerar eu vou dizer apenas que amo você. Que tudo em você me encanta, que apenas por pensar em você meu sorriso se ilumina. Que você é tudo para mim e que enquanto meu coração viver ele vai bater de amor por você!                                


"
125,"
Nosso Amor Precisa de um Milagre


                                    Gostaria que nossa vida em conjunto fosse diferente. Gostaria que nosso amor fosse possível! Mas não! Apesar de nosso casamento ser recente, sinto que estamos chegando ao final da nossa história. 

É que nossa ligação é impossível! Nossas diferenças são fortes demais e tudo que podemos ser e fazer não passa de uma ilusão dos nossos sentidos. Adoraria que tudo mudasse e que um milagre nos ajudasse a sermos felizes para sempre! Beijo.                                


"
126,"
Meu amor por você nunca terá fim


                                    Uma lágrima rola dos meus olhos pelo medo e a incerteza de amar você. Um amor impossível cheio de barreiras, mas o que posso fazer se ao tentar esquecer, amo você mais e mais? Esse amor tão puro e verdadeiro ficará para sempre dentro do meu coração em um cantinho especial e só seu.

Me alimento das ilusões que fazem fortalecer a cada dia essa paixão, e respiro o desejo de um dia ficarmos juntos. Quero tanto você, mas sei que estas palavras nunca chegarão até você, pois me falta coragem e tenho muito medo da sua reação ao saber de tudo isso. 

A cada dia que passa minhas esperanças vão diminuindo, mas não quero que elas se acabem, e venho lutando com todas as minhas forças para que isso não aconteça. Às vezes fico parada pensando por que a vida é assim tão boa para alguns e tão triste para mim. 

Sei que nunca ficaremos juntos, mas também sei e sinto que meu amor por você não terá fim. Mas quem sabe um dia isso acabe e como um sonho a felicidade reine em nossas vidas prevalecendo o amor em nossos corações. 

Tudo isto não passa de ilusões e mais ilusões que vão destruindo as minhas esperanças e construindo obstáculos tão altos e difíceis de ultrapassar e vencer. Só quero que saiba que amo muito você e para sempre vou amar!                                


"
127,"
Eu tentei que você me desse um sinal


                                    Sofrendo com todo seu silêncio, esperei dia após dia por um sinal da sua parte. Foi em vão que demonstrei meu amor e dei a entender que queria algo mais, pois eu nunca fui tão especial como você é para mim.

Não lhe vou atribuir as culpas pelo meu sofrimento porque ninguém manda no seu próprio coração, mas não posso continuar remando contra a maré desta forma. Há amores que acontecem apenas na cabeça de uma só pessoa e agora chegou o momento de me despedir dos sentimentos não correspondidos que vivem em mim. 


"
128,"
Amar em silêncio é tristeza e dor

 


                                    É triste amar alguém e guardar esse sentimento tão lindo para nós. É ruim sentir que estamos apaixonados e não poder falar isso olhando nos olhos da pessoa que é especial para nós.

Muitas vezes, estar em silêncio dói mais que estar doente, mas não vale a pena arriscar tudo por alguém que parece nem saber da nossa existência. 

Seria bom se em momentos como este conseguíssemos ignorar nosso coração. E simplesmente tudo isto fosse passageiro...                                


"
129,"
Pensando Alto Sobre Avivamento


                                    ""Todo avivamento genuíno precisa realçar esse Deus sublime em amor, graça e soberania"". (J. Edwards)

Avivamento é a intervenção de Deus em uma igreja morna, que convive de modo amistoso demais com o mundo em decomposição moral e espiritual. Fico pensando que tempos em tempos quando a medida da ira do Senhor em relação ao pecado sobeja em uma proporção divinamente impossível de suportar, Deus se agracia de si mesmo em enviar sobre os homens um ""batismo de fogo e de poder"".

Tenho me convencido de que, não se trata de maneirismos humanos ou traquejos de nossa humanidade perdida e caída, avivamento é coisa de Deus! Eu paro a fim de ler sobre avivamento e confesso, tenho dificuldades de segurar as lágrimas, pois começo a imaginar Deus se derramando como foi em 1904 na experiência de Evan Roberts, o galês que orava, ""Senhor, dobra-me..."". Esse clamor, que foi apenas um dos tantos que noticiamos nas histórias dos grandes avivamentos expressa um desejo de quebrantamento que supera, em muito aquilo que estamos vivendo em nosso tempo onde a mentira da prosperidade financeira como sinal da benção de Deus faz a cabeça dos Edir Macedos, RR Soares e tantos outros tresloucados de plantão!

Nos avivamentos os crentes não se preocupam com a terra, com os negócios, com as conquistas meramente materiais, eles não se punham a construir catedrais, eles oravam e movimentavam toda uma região com os valores impactantes do evangelho. O que acontecia nos tempos áureos dos avivamentos é uma repetição de Atos dos Apóstolos quando as multidões diziam a respeito dos cristãos: ""eis os que os tem alvoraçado o mundo (colocado-o de pernas para o ar) chegaram também até nós"" (Atos 17.6).

(a) O mundo mudava em tempos de avivamento.

Isso foi estampado na Inglaterra no século XVII, quando os irmãos Wesley viajavam no país inteiro com as suas mensagens proclamadas nas praças, nos púlpitos e nas saidas das minas de carvão. Temos relatos de homens que com seus rostos empretecidos de carvão choravam copiosamente, com as lágrimas fazendo caminho brancos em seus rostos! Aleluia! Homens quebrantados pelo calor da mensagem e pela luz que vinha do entendimento do propósito maior de Deus ao criar o ser humano: tê-lo para si em intimidade!

(b) A igreja era balançada em tempos de avivamento.

Já não havia mais concessões a respeito do pecado. Congregados irregenerados não conseguiam assentar à mesa do Senhor para cear. Tudo era muito sério. Solene. Apoteótico. A vida da igreja era vivida na perspectiva dos santos. Hoje como carecemos de um avivamento! Há meninos nos púlpitos! Há moleques nos ministérios de música! Há crianças no diaconato! Não dá para mantermos esse estado de coisas, é tempo de uma intervenção radical de Deus tirando do meio de nós tanto joio, tanta gente perniciosa que só abre a boca para criticas mordazes e expressões de ridicularização de suas lideranças pastorais!

(c) O coração era moído em tempos de avivamento.

E sabe porquê? Pelo senso de eternidade, de seriedade em relação à vinda do Senhor Jesus. Richard Owen Roberts, um avivalista que conheci recentemente pelas minhas leituras sobre o tema do avivamento disse algo extremamente relevante: ""Não há como escapar do fato de que a questão do juizo faz parte integral da vida de um verdadeiro discipulo de Jesus. Uma das razões por que precisamos tanto de um avivamento hoje é justamente por termos deixado de lado esta questão de juízo e por o considerarmos como algo tão irrelevante para a vida do cristão.""

Isso é sério, em tempos de avivamento as pessoas viviam na iminência do juízo de Deus e tremiam de pavor em relação ao dia da grande prestação de contas diante do Deus altíssimo. Hoje o que temos é a banalização da vinda do Senhor Jesus, e já há até alguns renomados professores de seminário que já não creêm mais no arrebatamento da igreja!

Pensei alto demais já... paro por aqui... mas prossigo no entendimento de que precisamos orar como Habacuque: ""Eu ouvi, Senhor, a tua fama, e temi; aviva, ó Senhor, a tua obra no meio dos anos; faze que ela seja conhecida no meio dos anos; na ira lembra-te da misericórdia"" (Habacuque 3.2). 

(Ezequias A. Marins)
(Mensagens Bíblicas)                                


"
130,"
Nunca desista de amar


                                    Não permita que um amor não correspondido faça você desistir de voltar a amar!                                


"
131,"
Minha mãe, a maior das guerreiras

 


                                    Mãe especial, mãe guerreira,
Tenho muito orgulho em você,
É tanto o amor que nem o posso conter,
Quero sua amizade a vida inteira
E que sinta orgulho no que hoje sou,
Graças a tudo que me ensinou.

Com coragem e humildade,
Você nunca deixou que nada me faltasse,
E mesmo com lágrimas na sua face
Suportou, enfrentou cada adversidade,
Fez da sua presença meu chão
E do seu abraço minha proteção.

Para você não existe impossível
E eu torço muito pela sua felicidade,
Que nunca lhe falta essa força de vontade,
Mãe lutadora, sonhadora, mãe incrível,
Mãe que chora, mãe que ri, mãe que sente,
Mãe que vou amar para sempre.                                


"
132,"
O coração quer o que o coração exige


                                    O coração quer o que o coração exige, e não existe cabeça ou razão algumas que o façam mudar de ideias. Infelizmente nem sempre o que o coração de um quer, tem correspondência positiva no coração que ele deseja. 

Amor não correspondido dói no coração de quem sofre sem ser amado, mas às vezes também dói naquele de quem não ama. 

Mas por muito que doa, você tem que entender que até mesmo a seta do cupido às vezes erra os alvos. Se um dia você sofre com um amor não correspondido, mais tarde pode ser o seu coração o que se fecha para outro por não sentir o mesmo.

Custa, mas ninguém pode ser culpado de não sentir amor, pois muito pior é trair um amor que se diz sentir, ou fingir sentir algo que não se sente. Então tenha fé e paciência e canalize esses sentimentos para o bem, e verá como em breve estará amando um coração que lhe vai corresponder! 

Mas se houver um coração apaixonado por você, sem que você sinta o mesmo, use gentileza e carinho para a rejeição inevitável, e ajude quem sofre por amor.                                


"
133,"
Instantes de Amor, Querida Amiga


                                    Não sofra mais! Por favor, amiga, não sofra assim. Você está se machucando a cada dia, a cada atitude, a cada instante de resistência. Basta! Se liga, por favor! 

Eu sei que o amor é complicado, mas quando as portas estão fechadas, a gente tem de desistir e seguir outro caminho. Essa história que você está vivendo jamais vai fazer você feliz! 

E você sabe, minha querida. O amor precisa ser correspondido, ter harmonia, cumplicidade e uma disponibilidade gigante. Aceite a realidade e ame-se como antes. Você é linda demais para ficar de cabeça no chão! Força, amiga! Eu te adoro.                                


"
134,"
Como superar uma traição


                                    Quando alguém nos trai um pedaço do nosso ser, aquele que confiava nessa pessoa, se perde para sempre. E além de todo sofrimento que uma decepção dessas causa, o pior vem depois, que é conseguir superar essa traição. 

Há sempre a tentação de focar nos motivos da pessoa, querer saber porquê, mas a verdade é que nem sempre há respostas para essas perguntas, e quando há, elas ainda machucam mais. O melhor a fazer é tentar esquecer e seguir em frente. 

Eu sei que é difícil, e que ao princípio parece até impossível, mas acredite em mim: é a única forma de superar uma traição. Perdoe e tente esquecer. Com o tempo verá como tudo que um dia parecia que ia matar, depois deixa de ter importância. 

A marca fica para sempre, mas o sofrimento, a raiva e todos os sentimentos mais acabam por desaparecer.                                


"
135,"
Uma maravilhosa esposa e uma mãe exemplar


                                    A maior bênção da minha vida foi ter encontrado uma mulher que merece verdadeiramente ser chamada por esse nome. Seria impossível eu ter escolhido alguém melhor para viver uma vida a dois, quando há tempos atrás pedi que fosse minha esposa para sempre. Você é uma companheira carinhosa e leal e também uma mãe maravilhosa. Sua força e determinação são a luz que guia nossa família no melhor caminho. 

Eu amo você com todas as minhas forças e todos os dias descubro um novo motivo para o continuar fazendo. Quando chego a casa depois de um dia de trabalho, o seu beijo me devolve as forças que perdi e o seu abraço me dá o conforto que preciso para me sentir mais tranquilo. Você é meiga e tem um coração generoso, é o melhor exemplo que nós podemos ter.

Quero retribuir tudo o que você me concede. Há coisas que não têm preço e uma delas é a possibilidade de a ter do meu lado. Prometo que lutarei pela nossa felicidade para que você sinta também o mesmo orgulho em mim. 


"
136,"
Mãe que parte, vive para sempre no coração dos filhos

 


                                    Mãe é ser, essência e amor que são insubstituíveis. Mãe quando parte deixa para trás um vazio impossível de preencher, e uma saudade que eternamente será sentida.

Mas uma mãe a quem dizemos o último adeus jamais desaparece definitivamente, pois para sempre ela vai estar presente na forma viva dos seus filhos. Mãe que parte para outro mundo, fica para sempre viva no coração dos seus filhos, e é lembrada e homenageada através das suas vidas, do seu amor, da sua saudade!                                


"
137,"
Meu amor perfeito, meu marido dos sonhos


                                    Dar uma chance ao amor é abrir as portas do coração para a felicidade. Eu abri as portas e as janelas do meu coração e deixei você entrar, deixei a luz do amor entrar na minha vida. Você trouxe cor para o meu viver, trouxe sonhos para a minha realidade, trouxe entusiasmo para a minha jornada diária. 

Você é o meu amor perfeito, é o marido dos sonhos de qualquer mulher. Você me faz sentir especial, única e amada, me faz ter coragem de lutar para realizar o impossível. Você é meu companheiro para toda hora, com você sou mais forte, pois somos dois e somos um. 

Você merece todo o meu carinho, amor e respeito, pela pessoa maravilhosa que é e pelo parceiro de vida. Eu sou grata por ter o privilégio de dividir a minha vida com você.

Te amo do fundo do meu coração!                                


"
